compania;fecha;usucrea;entidad;contrato;nocontrato;ambito;pabellon;cup
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;UCA;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;UCA JUAN CIUDAD;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;UCI-P;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Urgencias;OBSERVACION;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:25;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Urgencias;SERVICIO TEMPORAL;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;ADICCIONES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;CRONICAS MUJERES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;CRONICOS HOMBRES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;INIMPUTABLES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;INTERMEDIOS HOMBRES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;INTERMEDIOS MUJERES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;JUAN CIUDAD;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;PISO HOMBRES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;PISO MUJERES;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;UCA;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;UCA JUAN CIUDAD;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:07;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Hospitalizacion;UCI-P;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:08;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Urgencias;OBSERVACION;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:08;PATRICIA PINEDA (Contratacion Salud);800114312-5;INIMPUTABLES.;100.14.4.159;Urgencias;SERVICIO TEMPORAL;S12742
CLINICA SAN JUAN DE DIOS;15/05/2014 10:19;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:19;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:19;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:19;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 10:20;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 10:21;PATRICIA PINEDA (Contratacion Salud);800114312-5;HOSPITALIZACION - TUTELA - DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4.160;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:10;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:10;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:10;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:10;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:10;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 11:11;PATRICIA PINEDA (Contratacion Salud);805000427-1;COOMEVA EPS.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:16;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS S.A.;890801495;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:16;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS S.A.;890801495;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:17;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS S.A.;890801495;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 16:09;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS S.A.;890801495;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 11:16;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS S.A.;890801495;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 11:16;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS S.A.;890801495;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 13:35;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:36;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 13:37;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 13:37;PATRICIA PINEDA (Contratacion Salud);900156264-2;NUEVA EPS - PAC.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:43;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:43;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:43;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:44;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 13:45;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 13:45;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 13:46;PATRICIA PINEDA (Contratacion Salud);805001157-2;SERVICIO OCCIDENTAL DE SALUD.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 14:29;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:31;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:31;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:31;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:31;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:31;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 14:32;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 14:33;PATRICIA PINEDA (Contratacion Salud);830003564-7;FAMISANAR EPS.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:52;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:52;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:52;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:52;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 14:53;PATRICIA PINEDA (Contratacion Salud);800130907-4;SALUD TOTAL.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA QUINDIO.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:04;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:04;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;UCA;S12740
